locus	cds_index	gene	product	length_aa
KL638_SAMEA51631	6	gtr326	putative glycosyltransferase	253
KL638_SAMEA51631	7	?	hypothetical protein	279
KL638_SAMEA51631	8	gmd	GDP-D-mannose dehydratase	372
KL638_SAMEA51631	9	fcl	GDP-fucose synthetase	321
KL638_SAMEA51631	10	gmm	GDP-mannose mannosyl hydrolase	153
KL638_SAMEA51631	11	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL638_SAMEA51631	12	gtr120	hypothetical protein	248
KL638_SAMEA51631	13	?	hypothetical protein	474
KL638_SAMEA51631	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL639_SAMD004991	0	galF	UDP-glucose pyrophosphorylase	172
KL639_SAMD004991	1	?	hypothetical protein	314
KL639_SAMD004991	2	?	hypothetical protein	347
KL639_SAMD004991	3	?	hypothetical protein	186
KL639_SAMD004991	4	?	hypothetical protein	628
KL639_SAMD004991	5	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL639_SAMD004991	6	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL639_SAMD004991	7	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL639_SAMD004991	8	gtr389	glycosyltransferase	268
KL639_SAMD004991	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL639_SAMD004991	10	?	hypothetical protein	131
KL639_SAMD004991	11	?	hypothetical protein	367
KL639_SAMD004991	12	?	hypothetical protein	407
KL639_SAMD004991	13	?	hypothetical protein	432
KL639_SAMD004991	14	?	hypothetical protein	300
KL639_SAMD004991	15	gtr484	Glycosyl transferase family 2	298
KL639_SAMD004991	16	atr25	Maltose O-acetyltransferase	151
KL639_SAMD004991	17	gnd	gluconate-6-phosphate dehydrogenase	167
KL640_SAMN034707	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL640_SAMN034707	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL640_SAMN034707	2	?	hypothetical protein	261
KL640_SAMN034707	3	?	hypothetical protein	341
KL640_SAMN034707	4	gtr71	Glycosyl transferase family 2	288
KL640_SAMN034707	5	gtr409	glycosyltransferase	249
KL640_SAMN034707	6	?	hypothetical protein	615
KL640_SAMN034707	7	?	hypothetical protein	401
KL640_SAMN034707	8	gae	dTDP-glucose 4,6-dehydratase	340
KL640_SAMN034707	9	?	hypothetical protein	424
KL640_SAMN034707	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	181
KL640_SAMN034707	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL640_SAMN034707	12	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL640_SAMN034707	13	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL640_SAMN034707	14	galF	UDP-glucose pyrophosphorylase	296
KL641_SAMEA66366	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL641_SAMEA66366	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL641_SAMEA66366	2	manB	phosphomannomutase	464
KL641_SAMEA66366	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL641_SAMEA66366	4	?	hypothetical protein	323
KL641_SAMEA66366	5	atr30	hypothetical protein	182
KL641_SAMEA66366	6	gtr611	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase	268
KL641_SAMEA66366	7	gtr502	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	358
KL641_SAMEA66366	8	?	hypothetical protein	377
KL641_SAMEA66366	9	?	hypothetical protein	374
KL641_SAMEA66366	10	?	hypothetical protein	447
KL641_SAMEA66366	11	?	hypothetical protein	276
KL641_SAMEA66366	12	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	183
KL641_SAMEA66366	13	rmlA	Glucose-1-phosphate thymidylyltransferase 2	287
KL641_SAMEA66366	14	rmlB	dTDP-glucose 4,6-dehydratase 2	362
KL641_SAMEA66366	15	galF	UDP-glucose pyrophosphorylase	298
KL641_SAMEA66366	16	?	hypothetical protein	105
KL642_SAMN228222	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL642_SAMN228222	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL642_SAMN228222	2	?	hypothetical protein	298
KL642_SAMN228222	3	gtr304	putative glycosyltransferase	245
KL642_SAMN228222	4	?	hypothetical protein	388
KL642_SAMN228222	5	?	hypothetical protein	411
KL642_SAMN228222	6	manB	phosphomannomutase	457
KL642_SAMN228222	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	482
KL642_SAMN228222	8	gmm	GDP-mannose mannosyl hydrolase	166
KL642_SAMN228222	9	fcl	GDP-fucose synthetase	321
KL642_SAMN228222	10	gmd	GDP-D-mannose dehydratase	372
KL642_SAMN228222	11	gtr190	glycosyl transferase	256
KL642_SAMN228222	12	?	hypothetical protein	81
KL642_SAMN228222	13	?	hypothetical protein	337
KL642_SAMN228222	14	galF	UDP-glucose pyrophosphorylase	297
KL642_SAMN228222	15	?	hypothetical protein	90
KL643_SAMN125942	0	gnd	gluconate-6-phosphate dehydrogenase	468
KL643_SAMN125942	1	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL643_SAMN125942	2	?	hypothetical protein	477
KL643_SAMN125942	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL643_SAMN125942	4	gtr121	hypothetical protein	314
KL643_SAMN125942	5	gtr331	glycosyl transferase family 1	353
KL643_SAMN125942	6	?	hypothetical protein	264
KL643_SAMN125942	7	?	hypothetical protein	85
KL643_SAMN125942	8	?	hypothetical protein	250
KL643_SAMN125942	9	?	hypothetical protein	88
KL643_SAMN125942	10	?	hypothetical protein	333
KL643_SAMN125942	11	?	hypothetical protein	430
KL643_SAMN125942	12	?	hypothetical protein	299
KL643_SAMN125942	13	?	hypothetical protein	437
KL643_SAMN125942	14	?	hypothetical protein	359
KL643_SAMN125942	15	?	hypothetical protein	257
KL643_SAMN125942	16	?	hypothetical protein	324
KL643_SAMN125942	17	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL643_SAMN125942	18	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL643_SAMN125942	19	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL643_SAMN125942	20	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL643_SAMN125942	21	galF	UDP-glucose pyrophosphorylase	297
KL643_SAMN125942	22	?	hypothetical protein	106
KL644_SAMN151485	0	galF	UDP-glucose pyrophosphorylase	176
KL644_SAMN151485	1	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	471
KL644_SAMN151485	2	manB	phosphomannomutase	456
KL644_SAMN151485	3	?	hypothetical protein	263
KL644_SAMN151485	4	?	hypothetical protein	430
KL644_SAMN151485	5	?	hypothetical protein	564
KL644_SAMN151485	6	?	hypothetical protein	97
KL644_SAMN151485	7	?	hypothetical protein	1342
KL644_SAMN151485	8	gmd	GDP-D-mannose dehydratase	344
KL644_SAMN151485	9	?	hypothetical protein	298
KL644_SAMN151485	10	gtr564	glycosyltransferase transferase family 1 protein	378
KL644_SAMN151485	11	?	hypothetical protein	377
KL644_SAMN151485	12	?	hypothetical protein	651
KL644_SAMN151485	13	?	hypothetical protein	320
KL644_SAMN151485	14	?	hypothetical protein	124
KL644_SAMN151485	15	?	hypothetical protein	483
KL644_SAMN151485	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL645_SAMN267964	0	galF	UDP-glucose pyrophosphorylase	166
KL645_SAMN267964	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL645_SAMN267964	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL645_SAMN267964	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL645_SAMN267964	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	184
KL645_SAMN267964	5	?	hypothetical protein	391
KL645_SAMN267964	6	atr51	acyltransferase	202
KL645_SAMN267964	7	?	hypothetical protein	396
KL645_SAMN267964	8	?	hypothetical protein	393
KL645_SAMN267964	9	gtr437	hypothetical protein	273
KL645_SAMN267964	10	?	hypothetical protein	436
KL645_SAMN267964	11	?	hypothetical protein	375
KL645_SAMN267964	12	?	hypothetical protein	369
KL645_SAMN267964	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL645_SAMN267964	14	manB	phosphomannomutase	456
KL645_SAMN267964	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL646_SAMN129963	0	galF	UDP-glucose pyrophosphorylase	166
KL646_SAMN129963	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL646_SAMN129963	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL646_SAMN129963	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL646_SAMN129963	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL646_SAMN129963	5	?	hypothetical protein	377
KL646_SAMN129963	6	?	hypothetical protein	506
KL646_SAMN129963	7	?	hypothetical protein	307
KL646_SAMN129963	8	gtr487	Glycosyl transferase family 2	306
KL646_SAMN129963	9	?	hypothetical protein	347
KL646_SAMN129963	10	gtr123	putative rhamnosyltransferase	311
KL646_SAMN129963	11	?	hypothetical protein	376
KL646_SAMN129963	12	?	hypothetical protein	186
KL646_SAMN129963	13	?	hypothetical protein	378
KL646_SAMN129963	14	?	hypothetical protein	542
KL646_SAMN129963	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL647_SAMN287023	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL647_SAMN287023	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL647_SAMN287023	2	?	hypothetical protein	298
KL647_SAMN287023	3	gtr389	glycosyltransferase	245
KL647_SAMN287023	4	?	hypothetical protein	388
KL647_SAMN287023	5	?	hypothetical protein	412
KL647_SAMN287023	6	manB	phosphomannomutase	457
KL647_SAMN287023	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	482
KL647_SAMN287023	8	gmm	GDP-mannose mannosyl hydrolase	166
KL647_SAMN287023	9	fcl	GDP-fucose synthetase	321
KL647_SAMN287023	10	gmd	GDP-D-mannose dehydratase	372
KL647_SAMN287023	11	?	hypothetical protein	370
KL647_SAMN287023	12	?	hypothetical protein	338
KL647_SAMN287023	13	galF	UDP-glucose pyrophosphorylase	297
KL647_SAMN287023	14	?	hypothetical protein	107
KL648_SAMN341322	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL648_SAMN341322	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL648_SAMN341322	2	manB	phosphomannomutase	456
KL648_SAMN341322	3	gtr326	putative glycosyltransferase	248
KL648_SAMN341322	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	467
KL648_SAMN341322	5	gmm	GDP-mannose mannosyl hydrolase	153
KL648_SAMN341322	6	fcl	GDP-fucose synthetase	321
KL648_SAMN341322	7	gmd	GDP-D-mannose dehydratase	373
KL648_SAMN341322	8	gtr564	glycosyltransferase transferase family 1 protein	344
KL648_SAMN341322	9	gtr326_2	putative glycosyltransferase	242
KL648_SAMN341322	10	?	hypothetical protein	380
KL648_SAMN341322	11	?	hypothetical protein	405
KL648_SAMN341322	12	?	hypothetical protein	307
KL648_SAMN341322	13	wzx_KL101	flippase	431
KL648_SAMN341322	14	galF	UDP-glucose pyrophosphorylase	297
KL648_SAMN341322	15	?	hypothetical protein	85
KL650_SAMD002203	0	ugd1	UDP-glucose 6-dehydrogenase	83
KL650_SAMD002203	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL650_SAMD002203	2	?	hypothetical protein	229
KL650_SAMD002203	3	?	hypothetical protein	237
KL650_SAMD002203	4	?	hypothetical protein	66
KL650_SAMD002203	5	?	hypothetical protein	378
KL650_SAMD002203	6	?	hypothetical protein	60
KL650_SAMD002203	7	?	hypothetical protein	358
KL650_SAMD002203	8	?	hypothetical protein	62
KL650_SAMD002203	9	?	hypothetical protein	186
KL650_SAMD002203	10	?	hypothetical protein	376
KL650_SAMD002203	11	gtr123	putative rhamnosyltransferase	311
KL650_SAMD002203	12	?	hypothetical protein	347
KL650_SAMD002203	13	gtr269	rhamnosyl transferase	306
KL650_SAMD002203	14	?	hypothetical protein	303
KL650_SAMD002203	15	?	hypothetical protein	506
KL650_SAMD002203	16	?	hypothetical protein	377
KL650_SAMD002203	17	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL650_SAMD002203	18	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL650_SAMD002203	19	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL650_SAMD002203	20	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL650_SAMD002203	21	?	hypothetical protein	87
KL650_SAMD002203	22	galF	UDP-glucose pyrophosphorylase	297
KL650_SAMD002203	23	?	hypothetical protein	107
KL651_SAMEA73303	0	galF	UDP-glucose pyrophosphorylase	166
KL651_SAMEA73303	1	rmlB	dTDP-glucose 4,6-dehydratase 2	384
KL651_SAMEA73303	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL651_SAMEA73303	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL651_SAMEA73303	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	181
KL651_SAMEA73303	5	wzx_KL184	flippase	415
KL651_SAMEA73303	6	gtr464	hypothetical protein	260
KL651_SAMEA73303	7	gtr370	putative glycosyl transferase	320
KL651_SAMEA73303	8	gtr66	Glycosyl transferases group 1	385
KL651_SAMEA73303	9	?	hypothetical protein	432
KL651_SAMEA73303	10	?	hypothetical protein	327
KL651_SAMEA73303	11	gmd	GDP-D-mannose dehydratase	373
KL651_SAMEA73303	12	fcl	GDP-fucose synthetase	321
KL651_SAMEA73303	13	gmm	GDP-mannose mannosyl hydrolase	153
KL651_SAMEA73303	14	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL651_SAMEA73303	15	gtr120	hypothetical protein	248
KL651_SAMEA73303	16	?	hypothetical protein	474
KL651_SAMEA73303	17	gnd	gluconate-6-phosphate dehydrogenase	167
KL652_SAMN263052	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL652_SAMN263052	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL652_SAMN263052	2	?	hypothetical protein	542
KL652_SAMN263052	3	?	hypothetical protein	61
KL652_SAMN263052	4	?	hypothetical protein	378
KL652_SAMN263052	5	?	hypothetical protein	186
KL652_SAMN263052	6	?	hypothetical protein	376
KL652_SAMN263052	7	gtr123	putative rhamnosyltransferase	311
KL652_SAMN263052	8	?	hypothetical protein	347
KL652_SAMN263052	9	gtr269	rhamnosyl transferase	306
KL652_SAMN263052	10	?	hypothetical protein	303
KL652_SAMN263052	11	?	hypothetical protein	506
KL652_SAMN263052	12	?	hypothetical protein	377
KL652_SAMN263052	13	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL652_SAMN263052	14	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL652_SAMN263052	15	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL652_SAMN263052	16	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL652_SAMN263052	17	galF	UDP-glucose pyrophosphorylase	297
KL652_SAMN263052	18	?	hypothetical protein	107
KL653_SAMEA14863	0	galF	UDP-glucose pyrophosphorylase	167
KL653_SAMEA14863	1	?	hypothetical protein	206
KL653_SAMEA14863	2	neuB	acetylneuraminic acid synthetase	346
KL653_SAMEA14863	3	neuA	CMP-N-acetylneuraminic acid synthetase	421
KL653_SAMEA14863	4	?	hypothetical protein	386
KL653_SAMEA14863	5	?	hypothetical protein	413
KL653_SAMEA14863	6	?	hypothetical protein	423
KL653_SAMEA14863	7	?	hypothetical protein	397
KL653_SAMEA14863	8	?	hypothetical protein	367
KL653_SAMEA14863	9	?	hypothetical protein	204
KL653_SAMEA14863	10	?	hypothetical protein	262
KL653_SAMEA14863	11	?	hypothetical protein	344
KL653_SAMEA14863	12	?	hypothetical protein	367
KL653_SAMEA14863	13	?	hypothetical protein	376
KL653_SAMEA14863	14	?	hypothetical protein	403
KL653_SAMEA14863	15	?	hypothetical protein	132
KL653_SAMEA14863	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL654_SAMEA10409	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL654_SAMEA10409	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL654_SAMEA10409	2	?	hypothetical protein	488
KL654_SAMEA10409	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	290
KL654_SAMEA10409	4	?	hypothetical protein	336
KL654_SAMEA10409	5	atr19	Serine acetyltransferase	178
KL654_SAMEA10409	6	?	hypothetical protein	382
KL654_SAMEA10409	7	?	hypothetical protein	324
KL654_SAMEA10409	8	?	hypothetical protein	419
KL654_SAMEA10409	9	?	hypothetical protein	272
KL654_SAMEA10409	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	179
KL654_SAMEA10409	11	?	hypothetical protein	628
KL654_SAMEA10409	12	?	hypothetical protein	186
KL654_SAMEA10409	13	?	hypothetical protein	344
KL654_SAMEA10409	14	?	hypothetical protein	314
KL654_SAMEA10409	15	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL654_SAMEA10409	16	galF	UDP-glucose pyrophosphorylase	298
KL654_SAMEA10409	17	?	hypothetical protein	105
KL655_SAMN073124	0	galF	UDP-glucose pyrophosphorylase	176
KL655_SAMN073124	1	?	hypothetical protein	255
KL655_SAMN073124	2	?	hypothetical protein	246
KL655_SAMN073124	3	rmlB	dTDP-glucose 4,6-dehydratase 2	351
KL655_SAMN073124	4	rmlA	Glucose-1-phosphate thymidylyltransferase 2	287
KL655_SAMN073124	5	rmlD	dTDP-4-dehydrorhamnose reductase	291
KL655_SAMN073124	6	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL655_SAMN073124	7	?	hypothetical protein	135
KL655_SAMN073124	8	?	hypothetical protein	534
KL655_SAMN073124	9	?	hypothetical protein	76
KL655_SAMN073124	10	?	hypothetical protein	326
KL655_SAMN073124	11	?	hypothetical protein	849
KL655_SAMN073124	12	?	hypothetical protein	363
KL655_SAMN073124	13	?	hypothetical protein	496
KL655_SAMN073124	14	gtr278	glycosyl transferase family 2 protein	298
KL655_SAMN073124	15	?	hypothetical protein	249
KL655_SAMN073124	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL656_SAMN142279	0	galF	UDP-glucose pyrophosphorylase	170
KL656_SAMN142279	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL656_SAMN142279	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL656_SAMN142279	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL656_SAMN142279	4	gmd	GDP-D-mannose dehydratase	372
KL656_SAMN142279	5	fcl	GDP-fucose synthetase	321
KL656_SAMN142279	6	gmm	GDP-mannose mannosyl hydrolase	155
KL656_SAMN142279	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	442
KL656_SAMN142279	8	manB	phosphomannomutase	461
KL656_SAMN142279	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	181
KL656_SAMN142279	10	wzx_KL156-D1	putative flippase	393
KL656_SAMN142279	11	?	hypothetical protein	241
KL656_SAMN142279	12	wzy_KL81	capsule repeat unit polymerase	351
KL656_SAMN142279	13	?	hypothetical protein	298
KL656_SAMN142279	14	gtr389	glycosyltransferase	253
KL656_SAMN142279	15	?	hypothetical protein	373
KL656_SAMN142279	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL657_SAMN334559	0	galF	UDP-glucose pyrophosphorylase	177
KL657_SAMN334559	1	?	hypothetical protein	314
KL657_SAMN334559	2	?	hypothetical protein	347
KL657_SAMN334559	3	?	hypothetical protein	186
KL657_SAMN334559	4	?	hypothetical protein	628
KL657_SAMN334559	5	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL657_SAMN334559	6	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL657_SAMN334559	7	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL657_SAMN334559	8	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	184
KL657_SAMN334559	9	wzx_KL156-D1	putative flippase	418
KL657_SAMN334559	10	?	hypothetical protein	382
KL657_SAMN334559	11	gtr349	rhamnosyl transferase	298
KL657_SAMN334559	12	gtr71	Glycosyl transferase family 2	290
KL657_SAMN334559	13	gtr420	glycosyltransferase	370
KL657_SAMN334559	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL658_SAMEA48895	0	galF	UDP-glucose pyrophosphorylase	170
KL658_SAMEA48895	1	?	hypothetical protein	396
KL658_SAMEA48895	2	?	hypothetical protein	380
KL658_SAMEA48895	3	?	hypothetical protein	387
KL658_SAMEA48895	4	neuB	acetylneuraminic acid synthetase	357
KL658_SAMEA48895	5	?	hypothetical protein	215
KL658_SAMEA48895	6	?	hypothetical protein	349
KL658_SAMEA48895	7	neuA	CMP-N-acetylneuraminic acid synthetase	232
KL658_SAMEA48895	8	?	hypothetical protein	418
KL658_SAMEA48895	9	?	hypothetical protein	445
KL658_SAMEA48895	10	?	hypothetical protein	320
KL658_SAMEA48895	11	gtr572	mannosyltransferase	241
KL658_SAMEA48895	12	?	hypothetical protein	365
KL658_SAMEA48895	13	gtr304	putative glycosyltransferase	268
KL658_SAMEA48895	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL659_SAMN221366	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL659_SAMN221366	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL659_SAMN221366	2	?	hypothetical protein	260
KL659_SAMN221366	3	?	hypothetical protein	65
KL659_SAMN221366	4	?	hypothetical protein	475
KL659_SAMN221366	5	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	473
KL659_SAMN221366	6	?	hypothetical protein	368
KL659_SAMN221366	7	?	hypothetical protein	376
KL659_SAMN221366	8	?	hypothetical protein	441
KL659_SAMN221366	9	?	hypothetical protein	271
KL659_SAMN221366	10	wzx_KL156-D1	putative flippase	420
KL659_SAMN221366	11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	185
KL659_SAMN221366	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL659_SAMN221366	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL659_SAMN221366	14	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL659_SAMN221366	15	galF	UDP-glucose pyrophosphorylase	298
KL659_SAMN221366	16	?	hypothetical protein	105
KL660_SAMN028459	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL660_SAMN028459	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL660_SAMN028459	2	?	hypothetical protein	508
KL660_SAMN028459	3	manB	phosphomannomutase	456
KL660_SAMN028459	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	473
KL660_SAMN028459	5	?	hypothetical protein	260
KL660_SAMN028459	6	gtr388	putative glycosyltransferase	362
KL660_SAMN028459	7	?	hypothetical protein	359
KL660_SAMN028459	8	?	hypothetical protein	366
KL660_SAMN028459	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	179
KL660_SAMN028459	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL660_SAMN028459	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL660_SAMN028459	12	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL660_SAMN028459	13	galF	UDP-glucose pyrophosphorylase	297
KL660_SAMN028459	14	?	hypothetical protein	106
KL661_SAMEA63680	0	galF	UDP-glucose pyrophosphorylase	178
KL661_SAMEA63680	1	?	hypothetical protein	315
KL661_SAMEA63680	2	?	hypothetical protein	347
KL661_SAMEA63680	3	?	hypothetical protein	186
KL661_SAMEA63680	4	?	hypothetical protein	567
KL661_SAMEA63680	5	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL661_SAMEA63680	6	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL661_SAMEA63680	7	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL661_SAMEA63680	8	gtr389	glycosyltransferase	273
KL661_SAMEA63680	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL661_SAMEA63680	10	?	hypothetical protein	136
KL661_SAMEA63680	11	?	hypothetical protein	369
KL661_SAMEA63680	12	?	hypothetical protein	417
KL661_SAMEA63680	13	gtr82	N-glycosyltransferase	304
KL661_SAMEA63680	14	?	hypothetical protein	445
KL661_SAMEA63680	15	gtr512	Glycosyl transferase family 2	286
KL661_SAMEA63680	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL662_SAMN286058	0	galF	UDP-glucose pyrophosphorylase	166
KL662_SAMN286058	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL662_SAMN286058	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL662_SAMN286058	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL662_SAMN286058	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL662_SAMN286058	5	?	hypothetical protein	377
KL662_SAMN286058	6	?	hypothetical protein	506
KL662_SAMN286058	7	?	hypothetical protein	303
KL662_SAMN286058	8	?	hypothetical protein	167
KL662_SAMN286058	9	gtr487	Glycosyl transferase family 2	306
KL662_SAMN286058	10	?	hypothetical protein	347
KL662_SAMN286058	11	gtr123	putative rhamnosyltransferase	311
KL662_SAMN286058	12	?	hypothetical protein	376
KL662_SAMN286058	13	?	hypothetical protein	186
KL662_SAMN286058	14	?	hypothetical protein	378
KL662_SAMN286058	15	?	hypothetical protein	84
KL662_SAMN286058	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL663_SAMN141259	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL663_SAMN141259	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL663_SAMN141259	2	?	hypothetical protein	134
KL663_SAMN141259	3	?	hypothetical protein	411
KL663_SAMN141259	4	?	hypothetical protein	377
KL663_SAMN141259	5	rmlD	dTDP-4-dehydrorhamnose reductase	294
KL663_SAMN141259	6	?	hypothetical protein	345
KL663_SAMN141259	7	?	hypothetical protein	374
KL663_SAMN141259	8	?	hypothetical protein	399
KL663_SAMN141259	9	?	hypothetical protein	384
KL663_SAMN141259	10	?	hypothetical protein	412
KL663_SAMN141259	11	?	hypothetical protein	341
KL663_SAMN141259	12	?	hypothetical protein	426
KL663_SAMN141259	13	galF	UDP-glucose pyrophosphorylase	297
KL663_SAMN141259	14	?	hypothetical protein	104
KL665_SAMEA11291	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL665_SAMEA11291	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL665_SAMEA11291	2	manB	phosphomannomutase	456
KL665_SAMEA11291	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	473
KL665_SAMEA11291	4	?	hypothetical protein	397
KL665_SAMEA11291	5	?	hypothetical protein	336
KL665_SAMEA11291	6	?	hypothetical protein	333
KL665_SAMEA11291	7	?	hypothetical protein	360
KL665_SAMEA11291	8	gtr330	rhamnosyl transferase	312
KL665_SAMEA11291	9	?	hypothetical protein	367
KL665_SAMEA11291	10	?	hypothetical protein	403
KL665_SAMEA11291	11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL665_SAMEA11291	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL665_SAMEA11291	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
